Kingdom	Supergroup	Division	Class	Order	Family	Genus	Species
Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gonyaulacales	Ceratiaceae	Tripos	Tripos_hexacanthus
Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gonyaulacales	Goniodomataceae	Coolia	Coolia_monotis
Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Dinophysiales	Dinophysiaceae	Sinophysis	Sinophysis_microcephala
Eukaryota	Rhizaria	Cercozoa	Chlorarachniophyceae	Chlorarachnida	Chlorarachnida_X	NA	NA
Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Chaetoceros	Chaetoceros_diversus_2
Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Lauderia	Lauderia_annulata
Eukaryota	Rhizaria	Foraminifera	Globothalamea	Rotaliida	Globigerinacea	Globigerinita	Globigerinita_glutinata
Eukaryota	Alveolata	Dinoflagellata	Noctilucophyceae	Noctilucales	Kofoidiniaceae	Kofoidinium	Kofoidinium_sp.
Eukaryota	Hacrobia	Haptophyta	Haptophyta_Clade_HAP4	Haptophyta_Clade_HAP4_X	Haptophyta_Clade_HAP4_XX	Haptophyta_Clade_HAP4_XXX	Haptophyta_Clade_HAP4_XXX_sp.
Eukaryota	Rhizaria	Radiolaria	Acantharea	Arthracanthida-Symphyacanthida	Arthracanthida-Symphyacanthida_X	Hexaconus	Hexaconus_serratus
Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Bacteriastrum	Bacteriastrum_parallelum
Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-Group-II-Clade-5	Dino-Group-II-Clade-5_X	Dino-Group-II-Clade-5_X_sp.
Eukaryota	Alveolata	Ciliophora	Spirotrichea	Tintinnida	Dictyocystidae	Codonaria	Codonaria_cistellula
Eukaryota	Opisthokonta	Metazoa	Arthropoda	Crustacea	Malacostraca	Vibilia	Vibilia_viatrix
Eukaryota	Opisthokonta	Metazoa	Annelida	Annelida_X	Annelida_XX	Eulalia	Eulalia_viridis
Eukaryota	Opisthokonta	Metazoa	Arthropoda	Crustacea	Maxillopoda	Critomolgus	Critomolgus_sp.
Eukaryota	Opisthokonta	Metazoa	Annelida	Annelida_X	Annelida_XX	Glycera	NA
Eukaryota	Alveolata	Ciliophora	Colpodea	Colpodea_X	Colpodida	Colpoda	Colpoda_steinii
Eukaryota	Opisthokonta	Metazoa	Ctenophora	Ctenophora_X	Ctenophora_XX	Mertensia	Mertensia_ovum
Eukaryota	Opisthokonta	Metazoa	Ctenophora	Ctenophora_X	Ctenophora_XX	Coeloplana	NA
Eukaryota	Opisthokonta	Metazoa	Mollusca	Bivalvia	Pterioida-Pinnidae	Atrina	NA
Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Radial-centric-basal-Coscinodiscophyceae	Rhizosolenia	Rhizosolenia_shrubsolei
Eukaryota	Opisthokonta	Fungi	NA	NA	NA	NA	NA
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Dothideomycetes	Columnosphaeria	Columnosphaeria_fagi
Eukaryota	Rhizaria	Foraminifera	Globothalamea	Rotaliida	Globigerinacea	Globoturborotalita	Globoturborotalita_rubescens
Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Thalassiosira	Thalassiosira_concaviuscula
Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-Group-II-Clade-4	NA	NA
Eukaryota	Opisthokonta	Metazoa	Urochordata	Urochordata_X	Ascidiacea	Cyclosalpa	Cyclosalpa_polae
Eukaryota	Opisthokonta	Metazoa	Arthropoda	Crustacea	Malacostraca	Liocarcinus	Liocarcinus_depurator
Eukaryota	Rhizaria	Foraminifera	Globothalamea	Rotaliida	Globigerinacea	Globigerinita	NA
Eukaryota	Excavata	Discoba	Euglenozoa	Kinetoplastida	NA	NA	NA
Eukaryota	Rhizaria	Foraminifera	Globothalamea	Rotaliida	Globigerinacea	Globigerinella	Globigerinella_bulloides
Eukaryota	Alveolata	Ciliophora	Spirotrichea	Tintinnida	Tintinnidae	Amphorellopsis	Amphorellopsis_quinquealata
Eukaryota	Hacrobia	Haptophyta	Prymnesiophyceae	Prymnesiales	Chrysochromulinaceae	Chrysochromulina	Chrysochromulina_cymbium
Eukaryota	Stramenopiles	Sagenista	MAST-9	MAST-9B	MAST-9B_X	MAST-9B_XX	MAST-9B_XX_sp.
Eukaryota	Opisthokonta	Metazoa	Ctenophora	Ctenophora_X	Ctenophora_XX	Beroe	Beroe_forskalii
Eukaryota	Rhizaria	Cercozoa	Filosa-Imbricatea	Thaumatomonadida	Thaumatomonadidae	Thaumatomastigidae	Thaumatomastigidae_sp.
Eukaryota	Alveolata	Ciliophora	Spirotrichea	Tintinnida	Cyttarocylididae	Cyttarocylis	Cyttarocylis_ampulla
Eukaryota	Opisthokonta	Metazoa	Platyhelminthes	Cestoda	Eucestoda	Marsupiobothrium	Marsupiobothrium_sp.
Eukaryota	Opisthokonta	Metazoa	Ctenophora	Ctenophora_X	Ctenophora_XX	Bolinopsis	Bolinopsis_infundibulum
Eukaryota	Opisthokonta	Fungi	Ascomycota	Saccharomycotina	Saccharomycetales	Saccharomyces	Saccharomyces_mikatae
Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Radial-centric-basal-Coscinodiscophyceae	Stellarima	Stellarima_microtrias
Eukaryota	Rhizaria	Radiolaria	Acantharea	Acantharea_X	Acantharea_XX	Trizona	Trizona_brandti
Eukaryota	Rhizaria	Foraminifera	Monothalamids	NA	NA	NA	NA
Eukaryota	Opisthokonta	Metazoa	Cnidaria	Cnidaria_X	Scyphozoa	Cotylorhiza	Cotylorhiza_tuberculata
Eukaryota	Stramenopiles	Ochrophyta	Dictyochophyceae	Dictyochophyceae_X	Rhizochromulinales	Rhizochromulina	Rhizochromulina_marina
Eukaryota	Opisthokonta	Metazoa	Annelida	Annelida_X	Annelida_XX	Telepsavus	Telepsavus_sp.
Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gonyaulacales	Protoceratiaceae	Protoceratium	Protoceratium_reticulatum
Eukaryota	Amoebozoa	Lobosa	Discosea-Flabellinia	Vannellida	Vannellidae	Vannella	Vannella_arabica
Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Suessiales	Suessiaceae	Ansanella	Ansanella_granifera
Eukaryota	Rhizaria	Radiolaria	Polycystinea	Spumellarida	Spongodiscidae-Coccodiscidae	Cypassis	Cypassis_irregularis
Eukaryota	Opisthokonta	Metazoa	Craniata	Craniata_X	Teleostei	NA	NA
Eukaryota	Opisthokonta	Choanoflagellida	Choanoflagellatea	Craspedida	Monosigidae_Group_B	Monosigidae_Group_B_X	Monosigidae_Group_B_X_sp.
Eukaryota	Rhizaria	Radiolaria	Polycystinea	Nassellaria	Artostroboidea	Artostrobus	Artostrobus_sp.
Eukaryota	Excavata	Discoba	Jakobida	Jakobida_X	Jakobidae	Jakoba	Jakoba_libera
Eukaryota	Rhizaria	Radiolaria	Polycystinea	Spumellarida	Pyloniidae-Spongodiscidae	Tetrapyle	Tetrapyle_sp.
Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gonyaulacales	Gonyaulacaceae	Lingulodinium	Lingulodinium_polyedra
Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Tremellomycetes	Cryptococcus	Cryptococcus_vishniacii
Eukaryota	Opisthokonta	Metazoa	Cnidaria	Cnidaria_X	Hydrozoa	Clytia	Clytia_hemisphaerica
Eukaryota	Alveolata	Ciliophora	Spirotrichea	Tintinnida	Tintinnidae	Tintinnidae_X	Tintinnidae_X_sp.
Eukaryota	Alveolata	Ciliophora	Phyllopharyngea	Suctoria	Acinetidae_1	Paracineta	Paracineta_limbata
Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Cyclotella	Cyclotella_choctawhatcheeana
Eukaryota	Amoebozoa	Lobosa	Discosea-Flabellinia	Dactylopodida	Paramoebidae	Neoparamoeba	Neoparamoeba_branchiphila
Eukaryota	Opisthokonta	Metazoa	Mollusca	Bivalvia	Heteroconchia	Hiatella	Hiatella_arctica
Eukaryota	Opisthokonta	Metazoa	Platyhelminthes	Trematoda	Digenea	Accacoelium	Accacoelium_contortum
Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Peridiniales	Blastodiniaceae	Blastodinium	Blastodinium_sp.
Eukaryota	Stramenopiles	Opalozoa	MAST-12	MAST-12D	MAST-12D_X	MAST-12D_XX	MAST-12D_XX_sp.
Eukaryota	Opisthokonta	Metazoa	Cnidaria	Cnidaria_X	Hydrozoa	Lizzia	Lizzia_blondina
Eukaryota	Opisthokonta	Metazoa	Urochordata	Urochordata_X	Ascidiacea	Doliolum	Doliolum_nationalis
Eukaryota	Alveolata	Ciliophora	Oligohymenophorea	Hymenostomatia	Tetrahymenida	Tetrahymena	Tetrahymena_pyriformis
Eukaryota	Alveolata	Ciliophora	Spirotrichea	Strombidiida	Tontoniidae_B	NA	NA
Eukaryota	Opisthokonta	Metazoa	Arthropoda	Crustacea	Malacostraca	Tetrathyrus	Tetrathyrus_forcipatus
Eukaryota	Opisthokonta	Metazoa	Mollusca	Bivalvia	Pterioida-Pterioidea	Pinctada	Pinctada_albina
Eukaryota	Rhizaria	Radiolaria	Polycystinea	Spumellarida	Ethmosphaeridae	Styptosphaera	Styptosphaera_sp.
Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Prorocentrales	Prorocentraceae	Prorocentrum	Prorocentrum_triestinum
Eukaryota	Opisthokonta	Metazoa	Mollusca	Bivalvia	Pterioida-Pinnidae	NA	NA
Eukaryota	Rhizaria	Radiolaria	Polycystinea	Spumellarida	Spongodiscidae-Coccodiscidae	Hexacontium	NA
Eukaryota	Hacrobia	Haptophyta	Prymnesiophyceae	Prymnesiales	Prymnesiaceae	NA	NA
Eukaryota	Rhizaria	Cercozoa	Filosa-Thecofilosea	Cryomonadida	NA	NA	NA
Eukaryota	Opisthokonta	Metazoa	Nemertea	Nemertea_X	Nemertea_XX	Carcinonemertes	Carcinonemertes_carcinophila
Eukaryota	Stramenopiles	Sagenista	Labyrinthulomycetes	Labyrinthulales	Labyrinthulaceae	Oblongichytrium	Oblongichytrium_sp.
Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Peridiniales	Protoperidiniaceae	Protoperidinium	Protoperidinium_monovelum
Eukaryota	Alveolata	Ciliophora	Oligohymenophorea	Apostomatia	Foettingeriidae	Hyalophysa	Hyalophysa_lwoffi
Eukaryota	Opisthokonta	Metazoa	Arthropoda	Crustacea	Maxillopoda	Pontoeciella	Pontoeciella_abyssicola
Eukaryota	Stramenopiles	Ochrophyta	Dictyochophyceae	Dictyochophyceae_X	NA	NA	NA
Eukaryota	Opisthokonta	Metazoa	Craniata	Craniata_X	NA	NA	NA
Eukaryota	Opisthokonta	Metazoa	Cnidaria	Cnidaria_X	Hydrozoa	Clytia	Clytia_linearis
Eukaryota	Archaeplastida	Chlorophyta	Chlorodendrophyceae	Chlorodendrales	Chlorodendraceae	Chlorodendrales_XX	Chlorodendrales_XX_sp.
Eukaryota	Alveolata	Ciliophora	Spirotrichea	Tintinnida	Eutintinnidae	Eutintinnus	NA
Eukaryota	Rhizaria	Foraminifera	Globothalamea	Rotaliida	Globigerinacea	Globigerinoides	Globigerinoides_ruber
Eukaryota	Excavata	Discoba	Heterolobosea	Heterolobosea_X	Vahlkampfiidae	Naegleria	Naegleria_clarki
Eukaryota	Opisthokonta	Metazoa	Cnidaria	Cnidaria_X	Hydrozoa	Corymorpha	Corymorpha_bigelowi
Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Dinophysiales	Dinophysiaceae	Sinophysis	NA
Eukaryota	Opisthokonta	Metazoa	Mollusca	Gastropoda	Heterobranchia	Calliopaea	Calliopaea_bellula
Eukaryota	Alveolata	Ciliophora	Spirotrichea	Choreotrichida	Strobilidiidae_A	Rimostrombidium_A	Rimostrombidium_veniliae
Eukaryota	Rhizaria	Cercozoa	Chlorarachniophyceae	Chlorarachnida	Chlorarachnida_X	Chlorarachnida_XX	Chlorarachnida_XX_sp.
Eukaryota	Opisthokonta	Metazoa	Cnidaria	Cnidaria_X	Hydrozoa	Melicertissa	Melicertissa_sp.
Eukaryota	Archaeplastida	Chlorophyta	Mamiellophyceae	Dolichomastigales	NA	NA	NA
Eukaryota	Alveolata	Ciliophora	Spirotrichea	Tintinnida	Eutintinnidae	Eutintinnus	Eutintinnus_tenuis
Eukaryota	Opisthokonta	Metazoa	Arthropoda	Crustacea	Malacostraca	Alpheus	NA
Eukaryota	Rhizaria	Foraminifera	Globothalamea	Rotaliida	Globorotaliidae	Neogloboquadrina	Neogloboquadrina_pachyderma
Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Suessiales	Suessiaceae	Leiocephalium	Leiocephalium_pseudosanguineum
Eukaryota	Rhizaria	Cercozoa	Phaeodarea	Phaeogromida	Challengeriidae	Challengeron	Challengeron_diodon
Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Peridiniales	Podolampadaceae	Roscoffia	Roscoffia_capitata
Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Trieres	Trieres_sp.
Eukaryota	Rhizaria	Cercozoa	Endomyxa	Endomyxa_X	Endo4-lineage	Endo4-lineage_X	Endo4-lineage_X_sp.
Eukaryota	Archaeplastida	Chlorophyta	Mamiellophyceae	Dolichomastigales	Dolichomastigaceae	Dolichomastigaceae-B	Dolichomastigaceae-B_sp.
Eukaryota	Opisthokonta	Metazoa	Mollusca	Bivalvia	Heteroconchia	Pseudopythina	Pseudopythina_sp.
Eukaryota	Rhizaria	Foraminifera	Globothalamea	Rotaliida	Globigerinacea	Globigerinella	Globigerinella_aequilateralis
Eukaryota	Alveolata	Ciliophora	Spirotrichea	Choreotrichida	Strobilidiidae_I	NA	NA
Eukaryota	Opisthokonta	Metazoa	Arthropoda	Crustacea	Malacostraca	Thysanopoda	Thysanopoda_aequalis
Eukaryota	Opisthokonta	Metazoa	Echinodermata	Echinodermata_X	Echinodermata_XX	Leptosynapta	NA
Eukaryota	Rhizaria	Radiolaria	Polycystinea	Spumellarida	Ethmosphaeridae	Rhizosphaera	Rhizosphaera_trigonacantha
Eukaryota	Stramenopiles	Sagenista	MAST-7	MAST-7_X	MAST-7_XX	MAST-7_XXX	MAST-7_XXX_sp.
Eukaryota	Rhizaria	Cercozoa	Chlorarachniophyceae	Chlorarachnida	Chlorarachnida_X	Bigelowiella	Bigelowiella_longifila
Eukaryota	Alveolata	Ciliophora	Phyllopharyngea	Suctoria	Tokophryidae	Tokophrya	Tokophrya_huangmeiensis
Eukaryota	Stramenopiles	Sagenista	Labyrinthulomycetes	Thraustochytriales	Thraustochytriaceae	NA	NA
Eukaryota	Alveolata	Ciliophora	Spirotrichea	Choreotrichida	Lynnellidae	Lynnella	Lynnella_semiglobulosa
Eukaryota	Archaeplastida	Chlorophyta	Mamiellophyceae	Mamiellales	Mamiellaceae	Micromonas	Micromonas_clade_B5
Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Pleurosigma	Pleurosigma_intermedium
Eukaryota	Opisthokonta	Metazoa	Platyhelminthes	Turbellaria	Polycladida	Notoplana	NA
Eukaryota	Opisthokonta	Metazoa	Craniata	Craniata_X	Mammalia	Homo	Homo_sapiens
Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Peridiniales	Protoperidiniaceae	Protoperidinium	Protoperidinium_depressum
Eukaryota	Opisthokonta	Metazoa	Arthropoda	Hexapoda	Insecta	Mayetiola	Mayetiola_destructor
Eukaryota	Amoebozoa	Lobosa	Lobosa_X	Centramoebida	Acanthamoebidae	Acanthamoeba	Acanthamoeba_castellanii
Eukaryota	Opisthokonta	Metazoa	Hemichordata	Hemichordata_X	Hemichordata_XX	NA	NA
Eukaryota	Opisthokonta	Metazoa	Arthropoda	Crustacea	Malacostraca	Plesionika	Plesionika_longipes
Eukaryota	Opisthokonta	Metazoa	Mollusca	Gastropoda	Heterobranchia	Paraganitus	Paraganitus_sp.
Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Chaetoceros	Chaetoceros_lorenzianus_1
Eukaryota	Alveolata	Ciliophora	Spirotrichea	Tintinnida	Tintinnidae	Amphorellopsis	Amphorellopsis_sp.
Eukaryota	Alveolata	Ciliophora	Oligohymenophorea	Apostomatia	NA	NA	NA
Eukaryota	Alveolata	Ciliophora	Oligohymenophorea	Scuticociliatia_1	Philasterida	Metanophrys	Metanophrys_sinensis
Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Peridiniales	Protoperidiniaceae	Protoperidinium	Protoperidinium_pallidum
Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-Group-II-Clade-31	Dino-Group-II-Clade-31_X	Dino-Group-II-Clade-31_X_sp.
Eukaryota	Opisthokonta	Metazoa	Arthropoda	Crustacea	Malacostraca	Pandalus	Pandalus_montagui
Eukaryota	Rhizaria	Radiolaria	Acantharea	Chaunacanthida	Chaunacanthida_X	Amphiacon	Amphiacon_denticulatus
Eukaryota	Opisthokonta	Metazoa	Annelida	Annelida_X	Annelida_XX	Phyllodoce	NA
Eukaryota	Rhizaria	Cercozoa	Filosa-Imbricatea	Euglyphida	Paulinellidae	Paulinella	Paulinella_sp.
Eukaryota	Opisthokonta	Fungi	Basidiomycota	Wallemiomycetes	Wallemiales	Wallemia	Wallemia_sebi
Eukaryota	Rhizaria	Radiolaria	Polycystinea	Nassellaria	Eurcyrtidioidea	Eucyrtidium	Eucyrtidium_hexagonatum
Eukaryota	Alveolata	Ciliophora	Spirotrichea	Tintinnida	Rhabdonellidae	Metacylis	Metacylis_angulata
Eukaryota	Opisthokonta	Metazoa	Arthropoda	Crustacea	Malacostraca	Anilocra	Anilocra_physodes
Eukaryota	Opisthokonta	Fungi	Basidiomycota	Pucciniomycotina	Cystobasidiomycetes	Sporobolomyces	NA
Eukaryota	Rhizaria	Foraminifera	Globothalamea	Rotaliida	Globorotaliidae	Neogloboquadrina	Neogloboquadrina_dutertrei
Eukaryota	Opisthokonta	Metazoa	Cnidaria	Cnidaria_X	Anthozoa	Pocillopora	Pocillopora_meandrina
Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-Group-II-Clade-55	Dino-Group-II-Clade-55_X	Dino-Group-II-Clade-55_X_sp.
Eukaryota	Opisthokonta	Metazoa	Urochordata	Urochordata_X	Ascidiacea	Iasis	Iasis_cylindrica
Eukaryota	Rhizaria	Cercozoa	Filosa-Thecofilosea	Ebriida	NA	NA	NA
Eukaryota	Alveolata	Ciliophora	Oligohymenophorea	Scuticociliatia_1	Pseudocohnilembidae	Pseudocohnilembus	NA
Eukaryota	Hacrobia	Cryptophyta	Cryptophyceae	Cryptomonadales	Cryptomonadales_X	Falcomonas	Falcomonas_sp.
Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Dinophyceae_X	Oodiniaceae	Oodinium	Oodinium_pouchetii
Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Peridiniales	Thoracosphaeraceae	Scrippsiella	Scrippsiella_sp.
Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Chaetoceros	Chaetoceros_tortissimus
Eukaryota	Rhizaria	Cercozoa	Filosa-Sarcomonadea	Cercomonadida	Paracercomonadidae	Paracercomonas	NA
Eukaryota	Alveolata	Ciliophora	Spirotrichea	Tintinnida	Eutintinnidae	Eutintinnus	Eutintinnus_fraknoi
Eukaryota	Stramenopiles	Sagenista	MAST-9	MAST-9_X	MAST-9_XX	MAST-9_XXX	MAST-9_XXX_sp.
Eukaryota	Opisthokonta	Fungi	Basidiomycota	Ustilaginomycotina	Exobasidiomycetes	Malassezia	Malassezia_sp.
Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Polykrikos	NA
Eukaryota	Opisthokonta	Metazoa	Cnidaria	Cnidaria_X	Anthozoa	Corynactis	Corynactis_californica
Eukaryota	Opisthokonta	Metazoa	Arthropoda	Crustacea	Malacostraca	Parapandalus	Parapandalus_richardi
Eukaryota	Opisthokonta	Metazoa	Urochordata	Urochordata_X	Ascidiacea	Pegea	NA
Eukaryota	Alveolata	Ciliophora	CONThreeP	CONThreeP_X	Urotrichidae	Urotricha	Urotricha_sp.
Eukaryota	Opisthokonta	Fungi	Basidiomycota	Pucciniomycotina	Agaricostilbomycetes	NA	NA
Eukaryota	Archaeplastida	Chlorophyta	Mamiellophyceae	Mamiellales	Bathycoccaceae	Ostreococcus	Ostreococcus_mediterraneus
Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Thalassiosira	Thalassiosira_delicatula
Eukaryota	Alveolata	Ciliophora	Spirotrichea	Tintinnida	Xystonellidae	Xystonella	Xystonella_longicauda
Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Dinophysiales	Oxyphysiaceae	Phalachroma	Phalacroma_oxytoxoides
Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Chaetoceros	Chaetoceros_curvisetus_3
Eukaryota	Alveolata	Ciliophora	Nassophorea	Nassophorea_X	Discotrichidae	Discotrichidae_X	Discotrichidae_X_sp.
Eukaryota	Alveolata	Apicomplexa	Gregarinomorphea	Eugregarinorida	Ganymedidae	Ganymedes	Ganymedes_sp.
Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Peridiniales	Thoracosphaeraceae	Paulsenella	Paulsenella_vonstoschii
Eukaryota	Alveolata	Apicomplexa	Apicomplexa_X	Apicomplexa_XX	Apicomplexa_XXX	Apicomplexa_XXXX	Apicomplexa_XXXX_sp.
Eukaryota	Opisthokonta	Metazoa	Craniata	Craniata_X	Mammalia	Rattus	Rattus_norvegicus
Eukaryota	Opisthokonta	Metazoa	Mollusca	Bivalvia	Mytiloida	NA	NA
Eukaryota	Opisthokonta	Metazoa	Cnidaria	Cnidaria_X	Hydrozoa	Aequorea	NA
Eukaryota	Stramenopiles	Pseudofungi	Oomycota	Oomycota_X	Peronosporales	Phytophthora	NA
Eukaryota	Rhizaria	Radiolaria	Polycystinea	Spumellarida	Pyloniidae-Spongodiscidae	Tetrapyle	Tetrapyle_octacantha
Eukaryota	Archaeplastida	Chlorophyta	Chloropicophyceae	Chloropicales	Chloropicaceae	Chloropicon	Chloropicon_maureeniae
Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Radial-centric-basal-Coscinodiscophyceae	Rhizosolenia	Rhizosolenia_similoides
Eukaryota	Opisthokonta	Metazoa	Annelida	Annelida_X	Annelida_XX	Pectinaria	Pectinaria_koreni
Eukaryota	Rhizaria	Radiolaria	Polycystinea	Spumellarida	Spongodiscidae-Coccodiscidae	Dictyocoryne	NA
Eukaryota	Rhizaria	Radiolaria	Acantharea	Acantharea_X	Acantharea_XX	Acanthocolla	NA
Eukaryota	Archaeplastida	Chlorophyta	Mamiellophyceae	Mamiellales	Bathycoccaceae	Ostreococcus	Ostreococcus_clade_B
Eukaryota	Opisthokonta	Metazoa	Ctenophora	Ctenophora_X	Ctenophora_XX	Hormiphora	Hormiphora_plumosa
Eukaryota	Archaeplastida	Chlorophyta	Chloropicophyceae	Chloropicales	Chloropicaceae	Chloropicon	Chloropicon_sp.
Eukaryota	Opisthokonta	Metazoa	Bryozoa	Bryozoa_X	Bryozoa_XX	Smittoidea	Smittoidea_spinigera
Eukaryota	Stramenopiles	Ochrophyta	Bolidophyceae	Parmales	Triparmaceae	Triparma	NA
Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Peridiniales	Hetrodiniaceae	Heterodinium	NA
Eukaryota	Opisthokonta	Metazoa	Annelida	Annelida_X	Annelida_XX	Sabellaria	Sabellaria_alveolata
Eukaryota	Rhizaria	Radiolaria	Polycystinea	Nassellaria	Eurcyrtidioidea	Eucyrtidium	NA
Eukaryota	Apusozoa	Hilomonadea	Planomonadida	Planomonadidae	Planomonadidae_Group-1	Ancyromonas	Ancyromonas_sigmoides
Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Peridiniales	Protoperidiniaceae	Protoperidinium	Protoperidinium_excentricum
Eukaryota	Archaeplastida	Streptophyta	Streptophyta_X	Streptophyta_XX	Streptophyta_XXX	Streptophyta_XXXX	Streptophyta_XXXX_sp.
Eukaryota	Rhizaria	Radiolaria	Acantharea	Chaunacanthida	Chaunacanthida_X	Gigartacon	NA
Eukaryota	Opisthokonta	Metazoa	Annelida	Annelida_X	Annelida_XX	Hydroides	Hydroides_elegans
Eukaryota	Rhizaria	Cercozoa	Filosa-Thecofilosea	Cryomonadida	Protaspa-lineage	NA	NA
Eukaryota	Opisthokonta	Fungi	Ascomycota	Saccharomycotina	Saccharomycetales	Candida	Candida_zeylanoides
Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Margalefidinium	Margalefidinium_polykrikoides
Eukaryota	Alveolata	Ciliophora	Spirotrichea	Strombidiida	Strombidiidae	Parallelostrombidium	Parallelostrombidium_conicum
Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Radial-centric-basal-Coscinodiscophyceae	Coscinodiscus	Coscinodiscus_jonesianus
Eukaryota	Alveolata	Ciliophora	Spirotrichea	Choreotrichida	Strobilidiidae_I	Pelagostrobilidium	Pelagostrobilidium_paraepacrum
Eukaryota	Opisthokonta	Metazoa	Mollusca	Gastropoda	Heterobranchia	Retusa	Retusa_sp.
Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-Group-II-Clade-4	Amoebophrya	Amoebophrya_ceratii
Eukaryota	Opisthokonta	Choanoflagellida	Choanoflagellatea	Acanthoecida	Acanthoecidae_Group_G	NA	NA
Eukaryota	Alveolata	Ciliophora	Phyllopharyngea	Cyrtophoria_1	PHYLL_4	PHYLL_4_X	PHYLL_4_X_sp.
Eukaryota	Stramenopiles	Pseudofungi	Pirsonia_Clade	Pirsonia_Clade_X	Pirsonia_Clade_XX	Pirsonia	Pirsonia_verrucosa
Eukaryota	Opisthokonta	Metazoa	Echinodermata	Echinodermata_X	Echinodermata_XX	Echinodermata_XXX	Echinodermata_XXX_sp.
Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-Group-II-Clade-15	Dino-Group-II-Clade-15_X	Dino-Group-II-Clade-15_X_sp.
Eukaryota	Opisthokonta	Metazoa	Brachiopoda	Brachiopoda_X	Brachiopoda_XX	Phoronis	Phoronis_hippocrepia
Eukaryota	Rhizaria	Foraminifera	Globothalamea	Rotaliida	Globigerinacea	Globigerinoides	Globigerinoides_elongatus
Eukaryota	Apusozoa	Hilomonadea	Planomonadida	Planomonadidae	Planomonadidae_Group-1	Ancyromonas	Ancyromonas_micra
Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Peridiniales	Thoracosphaeraceae	Luciella	Luciella_sp.
Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Chaetoceros	Chaetoceros_cf_tortissimus
